letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation
O,gamma8,gamma7,split,opp,anti,cw,+,sw,s,pro,cw,-,nw,w
O,gamma8,gamma9,split,opp,anti,cw,-,sw,e,pro,cw,+,nw,n
O,gamma8,alpha7,split,opp,anti,cw,-,sw,e,pro,cw,-,nw,w
O,gamma2,gamma1,tog,opp,anti,cw,+,nw,w,pro,cw,+,ne,n
O,gamma2,beta7,tog,opp,anti,cw,+,nw,w,pro,cw,-,ne,w
O,gamma2,alpha1,tog,opp,anti,cw,-,nw,s,pro,cw,+,ne,n
O,gamma2,gamma7,tog,opp,anti,cw,-,nw,s,pro,cw,-,ne,w
O,gamma4,beta1,split,opp,anti,cw,+,ne,n,pro,cw,+,se,n
O,gamma4,gamma15,split,opp,anti,cw,+,ne,n,pro,cw,-,se,w
O,gamma4,gamma1,split,opp,anti,cw,-,ne,w,pro,cw,+,se,n
O,gamma4,beta7,split,opp,anti,cw,-,ne,w,pro,cw,-,se,w
O,gamma6,gamma9,tog,opp,anti,cw,+,se,e,pro,cw,+,sw,n
O,gamma6,alpha7,tog,opp,anti,cw,+,se,e,pro,cw,-,sw,w
O,gamma6,beta1,tog,opp,anti,cw,-,se,n,pro,cw,+,sw,n
O,gamma6,gamma15,tog,opp,anti,cw,-,se,n,pro,cw,-,sw,w
O,gamma10,gamma1,split,opp,pro,cw,+,se,w,anti,cw,+,ne,n
O,gamma10,beta7,split,opp,pro,cw,+,se,w,anti,cw,-,ne,w
O,gamma10,alpha1,split,opp,pro,cw,-,se,s,anti,cw,+,ne,n
O,gamma10,gamma7,split,opp,pro,cw,-,se,s,anti,cw,-,ne,w
O,gamma12,beta1,tog,opp,pro,cw,+,sw,n,anti,cw,+,se,n
O,gamma12,gamma15,tog,opp,pro,cw,+,sw,n,anti,cw,-,se,w
O,gamma12,gamma1,tog,opp,pro,cw,-,sw,w,anti,cw,+,se,n
O,gamma12,beta7,tog,opp,pro,cw,-,sw,w,anti,cw,-,se,w
O,gamma14,gamma9,split,opp,pro,cw,+,nw,e,anti,cw,+,sw,n
O,gamma14,alpha7,split,opp,pro,cw,+,nw,e,anti,cw,-,sw,w
O,gamma14,beta1,split,opp,pro,cw,-,nw,n,anti,cw,+,sw,n
O,gamma14,gamma15,split,opp,pro,cw,-,nw,n,anti,cw,-,sw,w
O,gamma16,alpha1,tog,opp,pro,cw,+,ne,s,anti,cw,+,nw,n
O,gamma16,gamma7,tog,opp,pro,cw,+,ne,s,anti,cw,-,nw,w
O,gamma16,gamma9,tog,opp,pro,cw,-,ne,e,anti,cw,+,nw,n
O,gamma16,alpha7,tog,opp,pro,cw,-,ne,e,anti,cw,-,nw,w
O,gamma8,alpha1,split,opp,pro,ccw,+,sw,s,anti,ccw,+,nw,n
O,gamma8,gamma7,split,opp,pro,ccw,+,sw,s,anti,ccw,-,nw,w
O,gamma8,gamma9,split,opp,pro,ccw,-,sw,e,anti,ccw,+,nw,n
O,gamma8,alpha7,split,opp,pro,ccw,-,sw,e,anti,ccw,-,nw,w
O,gamma2,gamma1,tog,opp,pro,ccw,+,nw,w,anti,ccw,+,ne,n
O,gamma2,beta7,tog,opp,pro,ccw,+,nw,w,anti,ccw,-,ne,w
O,gamma2,alpha1,tog,opp,pro,ccw,-,nw,s,anti,ccw,+,ne,n
O,gamma2,gamma7,tog,opp,pro,ccw,-,nw,s,anti,ccw,-,ne,w
O,gamma4,beta1,split,opp,pro,ccw,+,ne,n,anti,ccw,+,se,n
O,gamma4,gamma15,split,opp,pro,ccw,+,ne,n,anti,ccw,-,se,w
O,gamma4,gamma1,split,opp,pro,ccw,-,ne,w,anti,ccw,+,se,n
O,gamma4,beta7,split,opp,pro,ccw,-,ne,w,anti,ccw,-,se,w
O,gamma6,gamma9,tog,opp,pro,ccw,+,se,e,anti,ccw,+,sw,n
O,gamma6,alpha7,tog,opp,pro,ccw,+,se,e,anti,ccw,-,sw,w
O,gamma6,beta1,tog,opp,pro,ccw,-,se,n,anti,ccw,+,sw,n
O,gamma6,gamma15,tog,opp,pro,ccw,-,se,n,anti,ccw,-,sw,w
P,gamma2,gamma9,tog,opp,pro,cw,+,nw,e,pro,ccw,+,ne,n
P,gamma2,alpha7,tog,opp,pro,cw,+,nw,e,pro,ccw,-,ne,w
P,gamma2,beta1,tog,opp,pro,cw,-,nw,n,pro,ccw,+,ne,n
P,gamma2,gamma15,tog,opp,pro,cw,-,nw,n,pro,ccw,-,ne,w
P,gamma4,alpha1,split,opp,pro,cw,+,ne,s,pro,ccw,+,se,n
P,gamma4,gamma7,split,opp,pro,cw,+,ne,s,pro,ccw,-,se,w
P,gamma4,gamma9,split,opp,pro,cw,-,ne,e,pro,ccw,+,se,n
P,gamma4,alpha7,split,opp,pro,cw,-,ne,e,pro,ccw,-,se,w
P,gamma6,gamma1,tog,opp,pro,cw,+,se,w,pro,ccw,+,sw,n
P,gamma6,beta7,tog,opp,pro,cw,+,se,w,pro,ccw,-,sw,w
P,gamma6,alpha1,tog,opp,pro,cw,-,se,s,pro,ccw,+,sw,n
P,gamma6,gamma7,tog,opp,pro,cw,-,se,s,pro,ccw,-,sw,w
P,gamma8,beta1,split,opp,pro,cw,+,sw,n,pro,ccw,+,nw,n
P,gamma8,gamma15,split,opp,pro,cw,+,sw,n,pro,ccw,-,nw,w
P,gamma8,gamma1,split,opp,pro,cw,-,sw,w,pro,ccw,+,nw,n
P,gamma8,beta7,split,opp,pro,cw,-,sw,w,pro,ccw,-,nw,w
P,gamma10,gamma9,split,opp,pro,ccw,+,se,e,pro,cw,+,ne,n
P,gamma10,alpha7,split,opp,pro,ccw,+,se,e,pro,cw,-,ne,w
P,gamma10,beta1,split,opp,pro,ccw,-,se,n,pro,cw,+,ne,n
P,gamma10,gamma15,split,opp,pro,ccw,-,se,n,pro,cw,-,ne,w
P,gamma12,alpha1,tog,opp,pro,ccw,+,sw,s,pro,cw,+,se,n
P,gamma12,gamma7,tog,opp,pro,ccw,+,sw,s,pro,cw,-,se,w
P,gamma12,gamma9,tog,opp,pro,ccw,-,sw,e,pro,cw,+,se,n
P,gamma12,alpha7,tog,opp,pro,ccw,-,sw,e,pro,cw,-,se,w
P,gamma14,gamma1,split,opp,pro,ccw,+,nw,w,pro,cw,+,sw,n
P,gamma14,beta7,split,opp,pro,ccw,+,nw,w,pro,cw,-,sw,w
P,gamma14,alpha1,split,opp,pro,ccw,-,nw,s,pro,cw,+,sw,n
P,gamma14,gamma7,split,opp,pro,ccw,-,nw,s,pro,cw,-,sw,w
P,gamma16,beta1,tog,opp,pro,ccw,+,ne,n,pro,cw,+,nw,n
P,gamma16,gamma15,tog,opp,pro,ccw,+,ne,n,pro,cw,-,nw,w
P,gamma16,gamma1,tog,opp,pro,ccw,-,ne,w,pro,cw,+,nw,n
P,gamma16,beta7,tog,opp,pro,ccw,-,ne,w,pro,cw,-,nw,w
Q,gamma2,gamma9,tog,opp,anti,ccw,+,nw,e,anti,cw,+,ne,n
Q,gamma2,alpha7,tog,opp,anti,ccw,+,nw,e,anti,cw,-,ne,w
Q,gamma2,beta1,tog,opp,anti,ccw,-,nw,n,anti,cw,+,ne,n
Q,gamma2,gamma15,tog,opp,anti,ccw,-,nw,n,anti,cw,-,ne,w
Q,gamma4,alpha1,split,opp,anti,ccw,+,ne,s,anti,cw,+,se,n
Q,gamma4,gamma7,split,opp,anti,ccw,+,ne,s,anti,cw,-,se,w
Q,gamma4,gamma9,split,opp,anti,ccw,-,ne,e,anti,cw,+,se,n
Q,gamma4,alpha7,split,opp,anti,ccw,-,ne,e,anti,cw,-,se,w
Q,gamma6,gamma1,tog,opp,anti,ccw,+,se,w,anti,cw,+,sw,n
Q,gamma6,beta7,tog,opp,anti,ccw,+,se,w,anti,cw,-,sw,w
Q,gamma6,alpha1,tog,opp,anti,ccw,-,se,s,anti,cw,+,sw,n
Q,gamma6,gamma7,tog,opp,anti,ccw,-,se,s,anti,cw,-,sw,w
Q,gamma8,beta1,split,opp,anti,ccw,+,sw,n,anti,cw,+,nw,n
Q,gamma8,gamma15,split,opp,anti,ccw,+,sw,n,anti,cw,-,nw,w
Q,gamma8,gamma1,split,opp,anti,ccw,-,sw,w,anti,cw,+,nw,n
Q,gamma8,beta7,split,opp,anti,ccw,-,sw,w,anti,cw,-,nw,w
Q,gamma10,gamma9,split,opp,anti,cw,+,se,e,anti,ccw,+,ne,n
Q,gamma10,alpha7,split,opp,anti,cw,+,se,e,anti,ccw,-,ne,w
Q,gamma10,beta1,split,opp,anti,cw,-,se,n,anti,ccw,+,ne,n
Q,gamma10,gamma15,split,opp,anti,cw,-,se,n,anti,ccw,-,ne,w
Q,gamma12,alpha1,tog,opp,anti,cw,+,sw,s,anti,ccw,+,se,n
Q,gamma12,gamma7,tog,opp,anti,cw,+,sw,s,anti,ccw,-,se,w
Q,gamma12,gamma9,tog,opp,anti,cw,-,sw,e,anti,ccw,+,se,n
Q,gamma12,alpha7,tog,opp,anti,cw,-,sw,e,anti,ccw,-,se,w
Q,gamma14,gamma1,split,opp,anti,cw,+,nw,w,anti,ccw,+,sw,n
Q,gamma14,beta7,split,opp,anti,cw,+,nw,w,anti,ccw,-,sw,w
Q,gamma14,alpha1,split,opp,anti,cw,-,nw,s,anti,ccw,+,sw,n
Q,gamma14,gamma7,split,opp,anti,cw,-,nw,s,anti,ccw,-,sw,w
Q,gamma16,beta1,tog,opp,anti,cw,+,ne,n,anti,ccw,+,nw,n
Q,gamma16,gamma15,tog,opp,anti,cw,+,ne,n,anti,ccw,-,nw,w
Q,gamma16,gamma1,tog,opp,anti,cw,-,ne,w,anti,ccw,+,nw,n
Q,gamma16,beta7,tog,opp,anti,cw,-,ne,w,anti,ccw,-,nw,w
R,gamma2,gamma9,tog,opp,anti,ccw,+,nw,e,pro,ccw,+,ne,n
R,gamma2,alpha7,tog,opp,anti,ccw,+,nw,e,pro,ccw,-,ne,w
R,gamma2,beta1,tog,opp,anti,ccw,-,nw,n,pro,ccw,+,ne,n
R,gamma2,gamma15,tog,opp,anti,ccw,-,nw,n,pro,ccw,-,ne,w
R,gamma4,alpha1,split,opp,anti,ccw,+,ne,s,pro,ccw,+,se,n
R,gamma4,gamma7,split,opp,anti,ccw,+,ne,s,pro,ccw,-,se,w
R,gamma4,gamma9,split,opp,anti,ccw,-,ne,e,pro,ccw,+,se,n
R,gamma4,alpha7,split,opp,anti,ccw,-,ne,e,pro,ccw,-,se,w
R,gamma6,gamma1,tog,opp,anti,ccw,+,se,w,pro,ccw,+,sw,n
R,gamma6,beta7,tog,opp,anti,ccw,+,se,w,pro,ccw,-,sw,w
R,gamma6,alpha1,tog,opp,anti,ccw,-,se,s,pro,ccw,+,sw,n
R,gamma6,gamma7,tog,opp,anti,ccw,-,se,s,pro,ccw,-,sw,w
R,gamma8,beta1,split,opp,anti,ccw,+,sw,n,pro,ccw,+,nw,n
R,gamma8,gamma15,split,opp,anti,ccw,+,sw,n,pro,ccw,-,nw,w
R,gamma8,gamma1,split,opp,anti,ccw,-,sw,w,pro,ccw,+,nw,n
R,gamma8,beta7,split,opp,anti,ccw,-,sw,w,pro,ccw,-,nw,w
R,gamma10,gamma9,split,opp,anti,cw,+,se,e,pro,cw,+,ne,n
R,gamma10,alpha7,split,opp,anti,cw,+,se,e,pro,cw,-,ne,w
R,gamma10,beta1,split,opp,anti,cw,-,se,n,pro,cw,+,ne,n
R,gamma10,gamma15,split,opp,anti,cw,-,se,n,pro,cw,-,ne,w
R,gamma12,alpha1,tog,opp,anti,cw,+,sw,s,pro,cw,+,se,n
R,gamma12,gamma7,tog,opp,anti,cw,+,sw,s,pro,cw,-,se,w
R,gamma12,gamma9,tog,opp,anti,cw,-,sw,e,pro,cw,+,se,n
R,gamma12,alpha7,tog,opp,anti,cw,-,sw,e,pro,cw,-,se,w
R,gamma14,gamma1,split,opp,anti,cw,+,nw,w,pro,cw,+,sw,n
R,gamma14,beta7,split,opp,anti,cw,+,nw,w,pro,cw,-,sw,w
R,gamma14,alpha1,split,opp,anti,cw,-,nw,s,pro,cw,+,sw,n
R,gamma14,gamma7,split,opp,anti,cw,-,nw,s,pro,cw,-,sw,w
R,gamma16,beta1,tog,opp,anti,cw,+,ne,n,pro,cw,+,nw,n
R,gamma16,gamma15,tog,opp,anti,cw,+,ne,n,pro,cw,-,nw,w
R,gamma16,gamma1,tog,opp,anti,cw,-,ne,w,pro,cw,+,nw,n
R,gamma16,beta7,tog,opp,anti,cw,-,ne,w,pro,cw,-,nw,w
R,gamma2,gamma9,tog,opp,pro,cw,+,nw,e,anti,cw,+,ne,n
R,gamma2,alpha7,tog,opp,pro,cw,+,nw,e,anti,cw,-,ne,w
R,gamma2,beta1,tog,opp,pro,cw,-,nw,n,anti,cw,+,ne,n
R,gamma2,gamma15,tog,opp,pro,cw,-,nw,n,anti,cw,-,ne,w
R,gamma4,alpha1,split,opp,pro,cw,+,ne,s,anti,cw,+,se,n
R,gamma4,gamma7,split,opp,pro,cw,+,ne,s,anti,cw,-,se,w
R,gamma4,gamma9,split,opp,pro,cw,-,ne,e,anti,cw,+,se,n
R,gamma4,alpha7,split,opp,pro,cw,-,ne,e,anti,cw,-,se,w
R,gamma6,gamma1,tog,opp,pro,cw,+,se,w,anti,cw,+,sw,n
R,gamma6,beta7,tog,opp,pro,cw,+,se,w,anti,cw,-,sw,w
R,gamma6,alpha1,tog,opp,pro,cw,-,se,s,anti,cw,+,sw,n
R,gamma6,gamma7,tog,opp,pro,cw,-,se,s,anti,cw,-,sw,w
R,gamma8,beta1,split,opp,pro,cw,+,sw,n,anti,cw,+,nw,n
R,gamma8,gamma15,split,opp,pro,cw,+,sw,n,anti,cw,-,nw,w
R,gamma8,gamma1,split,opp,pro,cw,-,sw,w,anti,cw,+,nw,n
R,gamma8,beta7,split,opp,pro,cw,-,sw,w,anti,cw,-,nw,w
R,gamma10,gamma9,split,opp,pro,ccw,+,se,e,anti,ccw,+,ne,n
R,gamma10,alpha7,split,opp,pro,ccw,+,se,e,anti,ccw,-,ne,w
R,gamma10,beta1,split,opp,pro,ccw,-,se,n,anti,ccw,+,ne,n
R,gamma10,gamma15,split,opp,pro,ccw,-,se,n,anti,ccw,-,ne,w
R,gamma12,alpha1,tog,opp,pro,ccw,+,sw,s,anti,ccw,+,se,n
R,gamma12,gamma7,tog,opp,pro,ccw,+,sw,s,anti,ccw,-,se,w
R,gamma12,gamma9,tog,opp,pro,ccw,-,sw,e,anti,ccw,+,se,n
R,gamma12,alpha7,tog,opp,pro,ccw,-,sw,e,anti,ccw,-,se,w
R,gamma14,gamma1,split,opp,pro,ccw,+,nw,w,anti,ccw,+,sw,n
R,gamma14,beta7,split,opp,pro,ccw,+,nw,w,anti,ccw,-,sw,w
R,gamma14,alpha1,split,opp,pro,ccw,-,nw,s,anti,ccw,+,sw,n
R,gamma14,gamma7,split,opp,pro,ccw,-,nw,s,anti,ccw,-,sw,w
R,gamma16,beta1,tog,opp,pro,ccw,+,ne,n,anti,ccw,+,nw,n
R,gamma16,gamma15,tog,opp,pro,ccw,+,ne,n,anti,ccw,-,nw,w
R,gamma16,gamma1,tog,opp,pro,ccw,-,ne,w,anti,ccw,+,nw,n
R,gamma16,beta7,tog,opp,pro,ccw,-,ne,w,anti,ccw,-,nw,w
S,gamma2,gamma9,quarter,same,pro,cw,+,nw,e,pro,cw,+,ne,n
S,gamma2,alpha7,quarter,same,pro,cw,+,nw,e,pro,cw,-,ne,w
S,gamma2,beta1,quarter,same,pro,cw,-,nw,n,pro,cw,+,ne,n
S,gamma2,gamma15,quarter,same,pro,cw,-,nw,n,pro,cw,-,ne,w
S,gamma4,alpha1,quarter,same,pro,cw,+,ne,s,pro,cw,+,se,n
S,gamma4,gamma7,quarter,same,pro,cw,+,ne,s,pro,cw,-,se,w
S,gamma4,gamma9,quarter,same,pro,cw,-,ne,e,pro,cw,+,se,n
S,gamma4,alpha7,quarter,same,pro,cw,-,ne,e,pro,cw,-,se,w
S,gamma6,gamma1,quarter,same,pro,cw,+,se,w,pro,cw,+,sw,n
S,gamma6,beta7,quarter,same,pro,cw,+,se,w,pro,cw,-,sw,w
S,gamma6,alpha1,quarter,same,pro,cw,-,se,s,pro,cw,+,sw,n
S,gamma6,gamma7,quarter,same,pro,cw,-,se,s,pro,cw,-,sw,w
S,gamma8,beta1,quarter,same,pro,cw,+,sw,n,pro,cw,+,nw,n
S,gamma8,gamma15,quarter,same,pro,cw,+,sw,n,pro,cw,-,nw,w
S,gamma8,gamma1,quarter,same,pro,cw,-,sw,w,pro,cw,+,nw,n
S,gamma8,beta7,quarter,same,pro,cw,-,sw,w,pro,cw,-,nw,w
S,gamma2,gamma1,quarter,same,pro,ccw,+,nw,w,pro,ccw,+,ne,n
S,gamma2,beta7,quarter,same,pro,ccw,+,nw,w,pro,ccw,-,ne,w
S,gamma2,alpha1,quarter,same,pro,ccw,-,nw,s,pro,ccw,+,ne,n
S,gamma2,gamma7,quarter,same,pro,ccw,-,nw,s,pro,ccw,-,ne,w
S,gamma4,beta1,quarter,same,pro,ccw,+,ne,n,pro,ccw,+,se,n
S,gamma4,gamma15,quarter,same,pro,ccw,+,ne,n,pro,ccw,-,se,w
S,gamma4,gamma1,quarter,same,pro,ccw,-,ne,w,pro,ccw,+,se,n
S,gamma4,beta7,quarter,same,pro,ccw,-,ne,w,pro,ccw,-,se,w
S,gamma8,alpha1,quarter,same,pro,ccw,+,sw,s,pro,ccw,+,nw,n
S,gamma8,gamma7,quarter,same,pro,ccw,+,sw,s,pro,ccw,-,nw,w
S,gamma8,gamma9,quarter,same,pro,ccw,-,sw,e,pro,ccw,+,nw,n
S,gamma8,alpha7,quarter,same,pro,ccw,-,sw,e,pro,ccw,-,nw,w
S,gamma6,gamma9,quarter,same,pro,ccw,+,se,e,pro,ccw,+,sw,n
S,gamma6,alpha7,quarter,same,pro,ccw,+,se,e,pro,ccw,-,sw,w
S,gamma6,beta1,quarter,same,pro,ccw,-,se,n,pro,ccw,+,sw,n
S,gamma6,gamma15,quarter,same,pro,ccw,-,se,n,pro,ccw,-,sw,w
S,gamma16,alpha1,quarter,same,pro,cw,+,ne,s,pro,cw,+,nw,n
S,gamma16,gamma7,quarter,same,pro,cw,+,ne,s,pro,cw,-,nw,w
S,gamma16,gamma9,quarter,same,pro,cw,-,ne,e,pro,cw,+,nw,n
S,gamma16,alpha7,quarter,same,pro,cw,-,ne,e,pro,cw,-,nw,w
S,gamma10,gamma1,quarter,same,pro,cw,+,se,w,pro,cw,+,ne,n
S,gamma10,beta7,quarter,same,pro,cw,+,se,w,pro,cw,-,ne,w
S,gamma10,alpha1,quarter,same,pro,cw,-,se,s,pro,cw,+,ne,n
S,gamma10,gamma7,quarter,same,pro,cw,-,se,s,pro,cw,-,ne,w
S,gamma12,beta1,quarter,same,pro,cw,+,sw,n,pro,cw,+,se,n
S,gamma12,gamma15,quarter,same,pro,cw,+,sw,n,pro,cw,-,se,w
S,gamma12,gamma1,quarter,same,pro,cw,-,sw,w,pro,cw,+,se,n
S,gamma12,beta7,quarter,same,pro,cw,-,sw,w,pro,cw,-,se,w
S,gamma14,gamma9,quarter,same,pro,cw,+,nw,e,pro,cw,+,sw,n
S,gamma14,alpha7,quarter,same,pro,cw,+,nw,e,pro,cw,-,sw,w
S,gamma14,beta1,quarter,same,pro,cw,-,nw,n,pro,cw,+,sw,n
S,gamma14,gamma15,quarter,same,pro,cw,-,nw,n,pro,cw,-,sw,w
S,gamma16,beta1,quarter,same,pro,ccw,+,ne,n,pro,ccw,+,nw,n
S,gamma16,gamma15,quarter,same,pro,ccw,+,ne,n,pro,ccw,-,nw,w
S,gamma16,gamma1,quarter,same,pro,ccw,-,ne,w,pro,ccw,+,nw,n
S,gamma16,beta7,quarter,same,pro,ccw,-,ne,w,pro,ccw,-,nw,w
S,gamma14,gamma1,quarter,same,pro,ccw,+,nw,w,pro,ccw,+,sw,n
S,gamma14,beta7,quarter,same,pro,ccw,+,nw,w,pro,ccw,-,sw,w
S,gamma14,alpha1,quarter,same,pro,ccw,-,nw,s,pro,ccw,+,sw,n
S,gamma14,gamma7,quarter,same,pro,ccw,-,nw,s,pro,ccw,-,sw,w
S,gamma12,alpha1,quarter,same,pro,ccw,+,sw,s,pro,ccw,+,se,n
S,gamma12,gamma7,quarter,same,pro,ccw,+,sw,s,pro,ccw,-,se,w
S,gamma12,gamma9,quarter,same,pro,ccw,-,sw,e,pro,ccw,+,se,n
S,gamma12,alpha7,quarter,same,pro,ccw,-,sw,e,pro,ccw,-,se,w
S,gamma10,gamma9,quarter,same,pro,ccw,+,se,e,pro,ccw,+,ne,n
S,gamma10,alpha7,quarter,same,pro,ccw,+,se,e,pro,ccw,-,ne,w
S,gamma10,beta1,quarter,same,pro,ccw,-,se,n,pro,ccw,+,ne,n
S,gamma10,gamma15,quarter,same,pro,ccw,-,se,n,pro,ccw,-,ne,w
T,gamma2,gamma9,quarter,same,anti,ccw,+,nw,e,anti,ccw,+,ne,n
T,gamma2,alpha7,quarter,same,anti,ccw,+,nw,e,anti,ccw,-,ne,w
T,gamma2,beta1,quarter,same,anti,ccw,-,nw,n,anti,ccw,+,ne,n
T,gamma2,gamma15,quarter,same,anti,ccw,-,nw,n,anti,ccw,-,ne,w
T,gamma4,alpha1,quarter,same,anti,ccw,+,ne,s,anti,ccw,+,se,n
T,gamma4,gamma7,quarter,same,anti,ccw,+,ne,s,anti,ccw,-,se,w
T,gamma4,gamma9,quarter,same,anti,ccw,-,ne,e,anti,ccw,+,se,n
T,gamma4,alpha7,quarter,same,anti,ccw,-,ne,e,anti,ccw,-,se,w
T,gamma6,gamma1,quarter,same,anti,ccw,+,se,w,anti,ccw,+,sw,n
T,gamma6,beta7,quarter,same,anti,ccw,+,se,w,anti,ccw,-,sw,w
T,gamma6,alpha1,quarter,same,anti,ccw,-,se,s,anti,ccw,+,sw,n
T,gamma6,gamma7,quarter,same,anti,ccw,-,se,s,anti,ccw,-,sw,w
T,gamma8,beta1,quarter,same,anti,ccw,+,sw,n,anti,ccw,+,nw,n
T,gamma8,gamma15,quarter,same,anti,ccw,+,sw,n,anti,ccw,-,nw,w
T,gamma8,gamma1,quarter,same,anti,ccw,-,sw,w,anti,ccw,+,nw,n
T,gamma8,beta7,quarter,same,anti,ccw,-,sw,w,anti,ccw,-,nw,w
T,gamma2,gamma1,quarter,same,anti,cw,+,nw,w,anti,cw,+,ne,n
T,gamma2,beta7,quarter,same,anti,cw,+,nw,w,anti,cw,-,ne,w
T,gamma2,alpha1,quarter,same,anti,cw,-,nw,s,anti,cw,+,ne,n
T,gamma2,gamma7,quarter,same,anti,cw,-,nw,s,anti,cw,-,ne,w
T,gamma4,beta1,quarter,same,anti,cw,+,ne,n,anti,cw,+,se,n
T,gamma4,gamma15,quarter,same,anti,cw,+,ne,n,anti,cw,-,se,w
T,gamma4,gamma1,quarter,same,anti,cw,-,ne,w,anti,cw,+,se,n
T,gamma4,beta7,quarter,same,anti,cw,-,ne,w,anti,cw,-,se,w
T,gamma8,alpha1,quarter,same,anti,cw,+,sw,s,anti,cw,+,nw,n
T,gamma8,gamma7,quarter,same,anti,cw,+,sw,s,anti,cw,-,nw,w
T,gamma8,gamma9,quarter,same,anti,cw,-,sw,e,anti,cw,+,nw,n
T,gamma8,alpha7,quarter,same,anti,cw,-,sw,e,anti,cw,-,nw,w
T,gamma6,gamma9,quarter,same,anti,cw,+,se,e,anti,cw,+,sw,n
T,gamma6,alpha7,quarter,same,anti,cw,+,se,e,anti,cw,-,sw,w
T,gamma6,beta1,quarter,same,anti,cw,-,se,n,anti,cw,+,sw,n
T,gamma6,gamma15,quarter,same,anti,cw,-,se,n,anti,cw,-,sw,w
T,gamma16,alpha1,quarter,same,anti,ccw,+,ne,s,anti,ccw,+,nw,n
T,gamma16,gamma7,quarter,same,anti,ccw,+,ne,s,anti,ccw,-,nw,w
T,gamma16,gamma9,quarter,same,anti,ccw,-,ne,e,anti,ccw,+,nw,n
T,gamma16,alpha7,quarter,same,anti,ccw,-,ne,e,anti,ccw,-,nw,w
T,gamma10,gamma1,quarter,same,anti,ccw,+,se,w,anti,ccw,+,ne,n
T,gamma10,beta7,quarter,same,anti,ccw,+,se,w,anti,ccw,-,ne,w
T,gamma10,alpha1,quarter,same,anti,ccw,-,se,s,anti,ccw,+,ne,n
T,gamma10,gamma7,quarter,same,anti,ccw,-,se,s,anti,ccw,-,ne,w
T,gamma12,beta1,quarter,same,anti,ccw,+,sw,n,anti,ccw,+,se,n
T,gamma12,gamma15,quarter,same,anti,ccw,+,sw,n,anti,ccw,-,se,w
T,gamma12,gamma1,quarter,same,anti,ccw,-,sw,w,anti,ccw,+,se,n
T,gamma12,beta7,quarter,same,anti,ccw,-,sw,w,anti,ccw,-,se,w
T,gamma14,gamma9,quarter,same,anti,ccw,+,nw,e,anti,ccw,+,sw,n
T,gamma14,alpha7,quarter,same,anti,ccw,+,nw,e,anti,ccw,-,sw,w
T,gamma14,beta1,quarter,same,anti,ccw,-,nw,n,anti,ccw,+,sw,n
T,gamma14,gamma15,quarter,same,anti,ccw,-,nw,n,anti,ccw,-,sw,w
T,gamma16,beta1,quarter,same,anti,cw,+,ne,n,anti,cw,+,nw,n
T,gamma16,gamma15,quarter,same,anti,cw,+,ne,n,anti,cw,-,nw,w
T,gamma16,gamma1,quarter,same,anti,cw,-,ne,w,anti,cw,+,nw,n
T,gamma16,beta7,quarter,same,anti,cw,-,ne,w,anti,cw,-,nw,w
T,gamma14,gamma1,quarter,same,anti,cw,+,nw,w,anti,cw,+,sw,n
T,gamma14,beta7,quarter,same,anti,cw,+,nw,w,anti,cw,-,sw,w
T,gamma14,alpha1,quarter,same,anti,cw,-,nw,s,anti,cw,+,sw,n
T,gamma14,gamma7,quarter,same,anti,cw,-,nw,s,anti,cw,-,sw,w
T,gamma12,alpha1,quarter,same,anti,cw,+,sw,s,anti,cw,+,se,n
T,gamma12,gamma7,quarter,same,anti,cw,+,sw,s,anti,cw,-,se,w
T,gamma12,gamma9,quarter,same,anti,cw,-,sw,e,anti,cw,+,se,n
T,gamma12,alpha7,quarter,same,anti,cw,-,sw,e,anti,cw,-,se,w
T,gamma10,gamma9,quarter,same,anti,cw,+,se,e,anti,cw,+,ne,n
T,gamma10,alpha7,quarter,same,anti,cw,+,se,e,anti,cw,-,ne,w
T,gamma10,beta1,quarter,same,anti,cw,-,se,n,anti,cw,+,ne,n
T,gamma10,gamma15,quarter,same,anti,cw,-,se,n,anti,cw,-,ne,w
U,gamma2,gamma1,quarter,same,pro,ccw,+,nw,w,anti,cw,+,ne,n
U,gamma2,beta7,quarter,same,pro,ccw,+,nw,w,anti,cw,-,ne,w
U,gamma2,alpha1,quarter,same,pro,ccw,-,nw,s,anti,cw,+,ne,n
U,gamma2,gamma7,quarter,same,pro,ccw,-,nw,s,anti,cw,-,ne,w
U,gamma8,alpha1,quarter,same,pro,ccw,+,sw,s,anti,cw,+,nw,n
U,gamma8,gamma7,quarter,same,pro,ccw,+,sw,s,anti,cw,-,nw,w
U,gamma8,gamma9,quarter,same,pro,ccw,-,sw,e,anti,cw,+,nw,n
U,gamma8,alpha7,quarter,same,pro,ccw,-,sw,e,anti,cw,-,nw,w
U,gamma6,gamma9,quarter,same,pro,ccw,+,se,e,anti,cw,+,sw,n
U,gamma6,alpha7,quarter,same,pro,ccw,+,se,e,anti,cw,-,sw,w
U,gamma6,beta1,quarter,same,pro,ccw,-,se,n,anti,cw,+,sw,n
U,gamma6,gamma15,quarter,same,pro,ccw,-,se,n,anti,cw,-,sw,w
